0,-0.9179894179894195
0.0013157894736842146,-3.21957671957672
0.0026315789473684292,-3.6296296296296298
0.007894736842105232,-3.6693121693121693
0.011842105263157876,-3.431216931216932
0.017105263157894735,-3.1269841269841265
0.046052631578947345,-2.1613756613756614
0.0736842105263158,-1.8306878306878307
0.09736842105263155,-1.6190476190476186
0.12105263157894741,-1.4338624338624353
0.1473684210526316,-1.3412698412698418
0.1763157894736842,-1.1693121693121693
0.2868421052631579,-0.8650793650793656
0.31842105263157894,-0.8121693121693134
0.38421052631578945,-0.6666666666666661
0.4447368421052632,-0.56084656084656
0.5144736842105264,-0.4550264550264558
0.5763157894736842,-0.40211640211640365
0.6394736842105263,-0.3095238095238102
0.7039473684210528,-0.23015873015873112
0.7697368421052632,-0.12433862433862508
0.8368421052631579,-0.04497354497354422
0.8973684210526317,0.021164021164022273
0.9605263157894738,0.10052910052909958
1.0026315789473683,0.17989417989417866
